#{"t_start": 1603115781.3637998, "env_id": "SlimeVolley-v0"}
r,l,t
-5,629,1.808777
-5,492,2.288963
-5,509,2.784492
-4,724,3.500959
-5,481,3.971501
-5,447,4.365094
-5,655,5.023887
-5,592,5.578422
-5,651,6.232152
-5,484,6.65551
-5,534,7.084942
-3,857,7.760862
-5,583,8.217632
-5,427,8.576609
-5,666,9.141853
-5,689,9.666638
-5,591,10.175967
-5,548,10.611695
-5,641,11.105797
-5,625,11.635249
-5,557,12.075589
-5,487,12.472815
-5,677,12.994513
-5,573,13.492824
-5,764,14.109862
-4,555,14.550844
-5,635,15.042243
-5,644,15.584231
-5,654,16.08644
-5,586,16.590614
-5,458,16.924643
-4,786,17.60045
-5,667,18.110655
-5,596,18.577058
-5,617,19.102559
-5,524,19.529135
-4,682,20.095906
-4,511,20.50934
-5,722,21.055542
-5,578,21.558156
-5,790,22.192152
-5,507,22.601995
-5,575,23.056206
-5,387,23.345581
-5,586,23.849812
-5,707,24.4317
-5,574,24.88326
-5,502,25.290126
-5,483,25.691325
-4,841,26.357656
-4,579,26.813178
-5,628,27.344098
-5,516,27.758389
-5,475,28.104084
-5,793,28.784669
-5,494,29.140406
-5,511,29.552027
-5,511,29.964646
-5,627,30.495334
-5,520,30.917512
-5,661,31.469928
-5,616,31.949327
-5,443,32.319324
-4,799,32.957441
